date,market,account,brand,category,rep,goal,sales_volume,displays,pods,voids
2026-01-29,Houston,Kroger,Lone Star Vodka,Beer,Riley Brooks,204,198,0,11,1
2026-01-29,Houston,Central Market,Hill Country IPA,Beer,Riley Brooks,200,261,2,10,0
2026-01-29,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Drew Kim,124,140,0,14,0
2026-01-29,Dallas,Market Street,Gulf Tequila,Spirits,Sam Nguyen,135,145,3,13,1
2026-01-29,Dallas,Central Market,Hill Country IPA,Beer,Riley Brooks,168,174,0,14,0
2026-01-29,Houston,Central Market,Prairie Pinot Grigio,Spirits,Drew Kim,148,158,1,14,0
2026-01-29,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,132,123,0,11,1
2026-01-29,San Antonio,Kroger,Lone Star Vodka,Spirits,Sam Nguyen,116,103,0,10,0
2026-01-29,Houston,Kroger,Prairie Pinot Grigio,Spirits,Alex Carter,108,104,1,10,2
2026-01-29,Dallas,Tom Thumb,Hill Country IPA,Wine,Riley Brooks,115,100,0,14,0
2026-01-29,San Antonio,Tom Thumb,Prairie Pinot Grigio,Beer,Casey Diaz,181,179,1,14,1
2026-01-29,Austin,Market Street,Lone Star Vodka,Beer,Riley Brooks,175,176,1,11,0
2026-01-29,Austin,Market Street,Gulf Tequila,Wine,Alex Carter,134,123,1,17,1
2026-01-29,Dallas,Central Market,Hill Country IPA,Wine,Alex Carter,102,106,0,9,1
2026-01-29,Austin,Tom Thumb,Gulf Tequila,Wine,Jamie Patel,120,113,0,10,1
2026-01-29,Houston,Market Street,Lone Star Vodka,Wine,Jordan Lee,199,193,0,17,1
2026-01-29,Austin,Central Market,Hill Country IPA,Spirits,Jamie Patel,113,99,1,12,1
2026-01-29,Houston,Market Street,Prairie Pinot Grigio,Beer,Riley Brooks,220,232,1,13,0
2026-01-29,Dallas,Whole Foods,Prairie Pinot Grigio,Wine,Alex Carter,136,141,1,11,1
2026-01-29,Austin,Tom Thumb,Prairie Pinot Grigio,Spirits,Riley Brooks,127,125,0,17,2
2026-01-29,Houston,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,198,193,0,12,0
2026-01-29,San Antonio,Market Street,Lone Star Vodka,Wine,Drew Kim,165,163,2,11,0
2026-01-29,Austin,Tom Thumb,Hill Country IPA,Wine,Sam Nguyen,111,125,2,13,2
2026-01-29,Dallas,Central Market,Hill Country IPA,Beer,Taylor Morgan,171,145,0,7,2
2026-01-29,Dallas,Market Street,Lone Star Vodka,Beer,Taylor Morgan,189,196,1,13,0
2026-01-29,San Antonio,Kroger,Gulf Tequila,Spirits,Drew Kim,141,125,0,15,3
2026-01-29,Austin,Central Market,Gulf Tequila,Spirits,Alex Carter,137,174,3,16,0
2026-01-29,San Antonio,Tom Thumb,Hill Country IPA,Spirits,Alex Carter,108,123,1,17,0
2026-01-29,San Antonio,Tom Thumb,Hill Country IPA,Beer,Riley Brooks,170,189,1,13,0
2026-01-29,San Antonio,Whole Foods,Hill Country IPA,Spirits,Drew Kim,104,101,1,13,2
2026-01-29,Houston,Kroger,Gulf Tequila,Beer,Drew Kim,176,151,0,15,0
2026-01-29,Austin,Tom Thumb,Prairie Pinot Grigio,Wine,Alex Carter,124,126,0,9,2
2026-01-29,Houston,Tom Thumb,Hill Country IPA,Spirits,Riley Brooks,137,131,1,17,2
2026-01-29,San Antonio,Tom Thumb,Prairie Pinot Grigio,Spirits,Sam Nguyen,96,114,1,17,0
2026-01-29,Dallas,Whole Foods,Estate Ridge Cabernet,Beer,Jordan Lee,151,164,0,13,0
2026-01-30,Austin,Kroger,Hill Country IPA,Spirits,Alex Carter,126,125,1,13,0
2026-01-30,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,173,200,1,11,0
2026-01-30,Austin,Whole Foods,Lone Star Vodka,Wine,Sam Nguyen,108,95,0,12,0
2026-01-30,Austin,Kroger,Gulf Tequila,Spirits,Alex Carter,127,130,0,16,1
2026-01-30,San Antonio,Kroger,Gulf Tequila,Wine,Casey Diaz,144,202,2,18,0
2026-01-30,Houston,Whole Foods,Gulf Tequila,Spirits,Taylor Morgan,166,128,0,15,0
2026-01-30,Austin,Market Street,Hill Country IPA,Spirits,Jordan Lee,133,105,1,14,5
2026-01-30,Dallas,Whole Foods,Gulf Tequila,Wine,Drew Kim,149,180,1,11,0
2026-01-30,San Antonio,Tom Thumb,Estate Ridge Cabernet,Wine,Casey Diaz,156,175,1,16,1
2026-01-30,San Antonio,Central Market,Lone Star Vodka,Spirits,Sam Nguyen,127,124,1,12,3
2026-01-30,Dallas,Kroger,Gulf Tequila,Beer,Riley Brooks,165,133,0,12,2
2026-01-30,San Antonio,Market Street,Estate Ridge Cabernet,Beer,Casey Diaz,201,172,1,17,2
2026-01-30,San Antonio,Market Street,Estate Ridge Cabernet,Wine,Taylor Morgan,145,96,0,10,3
2026-01-30,Houston,Central Market,Hill Country IPA,Spirits,Drew Kim,152,146,1,7,2
2026-01-30,San Antonio,Whole Foods,Lone Star Vodka,Spirits,Riley Brooks,128,127,0,10,0
2026-01-30,Dallas,Central Market,Estate Ridge Cabernet,Wine,Taylor Morgan,160,161,1,11,0
2026-01-30,Dallas,Market Street,Hill Country IPA,Beer,Taylor Morgan,166,159,0,9,3
2026-01-30,Austin,Whole Foods,Prairie Pinot Grigio,Beer,Alex Carter,185,181,0,16,1
2026-01-30,Houston,Tom Thumb,Lone Star Vodka,Wine,Riley Brooks,154,149,0,20,0
2026-01-30,Houston,Central Market,Hill Country IPA,Spirits,Riley Brooks,153,158,1,8,0
2026-01-30,Dallas,Tom Thumb,Gulf Tequila,Wine,Jordan Lee,136,151,0,11,1
2026-01-30,Dallas,Tom Thumb,Gulf Tequila,Beer,Jordan Lee,134,152,2,14,1
2026-01-30,Dallas,Market Street,Gulf Tequila,Beer,Casey Diaz,213,175,3,16,2
2026-01-30,Austin,Tom Thumb,Hill Country IPA,Spirits,Drew Kim,88,82,0,19,1
2026-01-30,San Antonio,Market Street,Prairie Pinot Grigio,Wine,Jamie Patel,141,153,1,17,1
2026-01-30,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Alex Carter,154,185,2,7,1
2026-01-30,Austin,Market Street,Lone Star Vodka,Beer,Jordan Lee,207,211,2,9,0
2026-01-30,Dallas,Kroger,Prairie Pinot Grigio,Beer,Drew Kim,174,175,0,14,2
2026-01-30,Austin,Whole Foods,Gulf Tequila,Beer,Sam Nguyen,205,189,0,14,1
2026-01-30,San Antonio,Kroger,Prairie Pinot Grigio,Wine,Jamie Patel,157,168,2,11,1
2026-01-30,Dallas,Market Street,Hill Country IPA,Spirits,Sam Nguyen,100,106,0,10,0
2026-01-30,Dallas,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,103,96,0,10,1
2026-01-30,Houston,Central Market,Estate Ridge Cabernet,Beer,Jamie Patel,187,217,1,15,0
2026-01-30,Houston,Kroger,Prairie Pinot Grigio,Spirits,Riley Brooks,114,115,1,7,1
2026-01-30,Austin,Market Street,Hill Country IPA,Beer,Casey Diaz,154,179,1,15,0
2026-01-30,San Antonio,Kroger,Hill Country IPA,Wine,Sam Nguyen,156,153,0,10,1
2026-01-30,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,128,143,1,14,0
2026-01-30,Houston,Whole Foods,Gulf Tequila,Spirits,Jordan Lee,110,119,1,21,1
2026-01-30,San Antonio,Kroger,Lone Star Vodka,Wine,Jamie Patel,140,134,0,13,0
2026-01-30,Houston,Tom Thumb,Estate Ridge Cabernet,Spirits,Drew Kim,135,135,1,8,1
2026-01-30,Houston,Kroger,Gulf Tequila,Wine,Drew Kim,148,166,1,9,0
2026-01-30,Dallas,Market Street,Hill Country IPA,Spirits,Riley Brooks,125,156,3,13,3
2026-01-30,Austin,Central Market,Prairie Pinot Grigio,Beer,Jamie Patel,174,170,0,13,0
2026-01-30,Austin,Central Market,Prairie Pinot Grigio,Beer,Sam Nguyen,156,141,1,6,2
2026-01-30,San Antonio,Market Street,Gulf Tequila,Spirits,Alex Carter,160,168,1,13,0
2026-01-30,Houston,Central Market,Hill Country IPA,Spirits,Jordan Lee,139,144,2,12,2
2026-01-30,Dallas,Kroger,Lone Star Vodka,Wine,Alex Carter,105,101,2,11,0
2026-01-30,Houston,Market Street,Estate Ridge Cabernet,Spirits,Taylor Morgan,146,137,0,13,0
2026-01-30,San Antonio,Kroger,Gulf Tequila,Wine,Sam Nguyen,150,121,0,15,3
2026-01-30,Houston,Kroger,Gulf Tequila,Spirits,Jordan Lee,138,105,0,6,1
2026-01-30,Austin,Market Street,Prairie Pinot Grigio,Beer,Riley Brooks,182,219,2,13,1
2026-01-30,Dallas,Central Market,Lone Star Vodka,Beer,Alex Carter,151,163,1,9,0
2026-01-30,Austin,Kroger,Prairie Pinot Grigio,Spirits,Jamie Patel,133,114,0,11,1
2026-01-30,Houston,Whole Foods,Hill Country IPA,Beer,Drew Kim,190,254,3,17,1
2026-01-30,Dallas,Market Street,Gulf Tequila,Wine,Casey Diaz,136,141,2,9,1
2026-01-30,Austin,Market Street,Estate Ridge Cabernet,Spirits,Alex Carter,148,144,1,10,1
2026-01-30,Houston,Market Street,Lone Star Vodka,Beer,Riley Brooks,243,265,0,10,1
2026-01-30,Austin,Tom Thumb,Estate Ridge Cabernet,Spirits,Jamie Patel,116,105,1,11,0
2026-01-30,Austin,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,140,139,1,11,3
2026-01-30,San Antonio,Central Market,Gulf Tequila,Wine,Alex Carter,158,128,0,9,1
2026-01-30,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Sam Nguyen,97,94,1,12,1
2026-01-30,San Antonio,Tom Thumb,Estate Ridge Cabernet,Spirits,Riley Brooks,141,130,0,11,3
2026-01-30,Dallas,Kroger,Gulf Tequila,Beer,Taylor Morgan,160,148,0,13,2
2026-01-30,San Antonio,Tom Thumb,Lone Star Vodka,Beer,Jordan Lee,161,164,1,19,1
2026-01-30,Austin,Tom Thumb,Gulf Tequila,Wine,Alex Carter,120,139,2,13,1
2026-01-30,Houston,Central Market,Lone Star Vodka,Wine,Drew Kim,132,120,0,10,2
2026-01-30,Austin,Kroger,Hill Country IPA,Wine,Jordan Lee,119,137,2,11,2
2026-01-30,Austin,Tom Thumb,Gulf Tequila,Wine,Jordan Lee,123,138,2,12,1
2026-01-30,San Antonio,Kroger,Lone Star Vodka,Spirits,Jamie Patel,121,103,0,9,1
2026-01-30,San Antonio,Whole Foods,Hill Country IPA,Wine,Taylor Morgan,147,186,2,15,0
2026-01-30,San Antonio,Tom Thumb,Lone Star Vodka,Wine,Jamie Patel,125,159,3,15,1
2026-01-30,San Antonio,Central Market,Gulf Tequila,Wine,Jamie Patel,163,177,2,16,1
2026-01-30,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,190,167,1,17,1
2026-01-30,Dallas,Market Street,Hill Country IPA,Wine,Riley Brooks,144,140,1,11,3
2026-01-30,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Casey Diaz,128,114,2,15,0
2026-01-30,Austin,Market Street,Lone Star Vodka,Wine,Casey Diaz,172,161,0,12,0
2026-01-30,San Antonio,Central Market,Lone Star Vodka,Beer,Riley Brooks,185,176,1,14,2
2026-01-30,San Antonio,Central Market,Gulf Tequila,Spirits,Jamie Patel,148,171,1,13,2
2026-01-30,Dallas,Market Street,Prairie Pinot Grigio,Wine,Jordan Lee,130,172,3,4,0
2026-01-30,Houston,Market Street,Hill Country IPA,Wine,Sam Nguyen,169,166,1,17,2
2026-01-30,San Antonio,Kroger,Hill Country IPA,Spirits,Riley Brooks,144,131,0,9,0
2026-01-30,Austin,Central Market,Lone Star Vodka,Wine,Casey Diaz,146,145,1,13,1
2026-01-30,Houston,Kroger,Lone Star Vodka,Spirits,Drew Kim,125,114,1,13,0
2026-01-30,Dallas,Whole Foods,Estate Ridge Cabernet,Wine,Sam Nguyen,156,143,0,16,0
2026-01-30,Houston,Kroger,Gulf Tequila,Wine,Sam Nguyen,157,165,1,11,0
2026-01-30,Dallas,Tom Thumb,Hill Country IPA,Wine,Jordan Lee,116,132,2,12,1
2026-01-30,Houston,Market Street,Estate Ridge Cabernet,Spirits,Casey Diaz,132,100,0,12,1
2026-01-30,San Antonio,Whole Foods,Prairie Pinot Grigio,Beer,Drew Kim,208,206,0,18,1
2026-01-30,Houston,Kroger,Lone Star Vodka,Wine,Taylor Morgan,155,173,1,11,2
2026-01-30,Austin,Central Market,Prairie Pinot Grigio,Wine,Casey Diaz,146,145,0,15,0
2026-01-30,Dallas,Central Market,Gulf Tequila,Spirits,Drew Kim,117,85,1,13,1
2026-01-30,Dallas,Central Market,Hill Country IPA,Beer,Jordan Lee,185,186,1,11,0
2026-01-30,San Antonio,Central Market,Prairie Pinot Grigio,Beer,Riley Brooks,188,186,1,12,1
2026-01-30,Dallas,Tom Thumb,Lone Star Vodka,Spirits,Drew Kim,130,154,2,14,3
2026-01-30,Dallas,Kroger,Estate Ridge Cabernet,Beer,Sam Nguyen,137,114,1,14,3
2026-01-30,Dallas,Kroger,Prairie Pinot Grigio,Wine,Sam Nguyen,117,103,1,6,1
2026-01-30,Dallas,Central Market,Estate Ridge Cabernet,Wine,Riley Brooks,146,155,1,10,1
2026-01-30,Dallas,Tom Thumb,Estate Ridge Cabernet,Spirits,Casey Diaz,90,84,1,7,2
2026-01-30,Houston,Whole Foods,Lone Star Vodka,Wine,Taylor Morgan,177,162,0,9,1
2026-01-30,Austin,Central Market,Prairie Pinot Grigio,Spirits,Jamie Patel,127,120,0,8,1
2026-01-31,Dallas,Market Street,Hill Country IPA,Spirits,Sam Nguyen,142,144,0,15,0
2026-01-31,Houston,Market Street,Hill Country IPA,Spirits,Drew Kim,131,130,0,14,1
2026-01-31,San Antonio,Central Market,Hill Country IPA,Beer,Sam Nguyen,203,136,0,6,0
2026-01-31,Austin,Whole Foods,Hill Country IPA,Wine,Taylor Morgan,151,218,5,9,1
2026-01-31,San Antonio,Whole Foods,Lone Star Vodka,Spirits,Jordan Lee,133,148,2,15,0
2026-01-31,San Antonio,Kroger,Gulf Tequila,Spirits,Sam Nguyen,113,95,0,14,2
2026-01-31,San Antonio,Central Market,Gulf Tequila,Wine,Sam Nguyen,169,180,1,10,1
2026-01-31,Austin,Kroger,Lone Star Vodka,Wine,Jamie Patel,139,151,1,9,0
2026-01-31,Dallas,Central Market,Gulf Tequila,Beer,Drew Kim,180,188,0,19,0
2026-01-31,San Antonio,Market Street,Lone Star Vodka,Beer,Taylor Morgan,223,175,0,8,2
2026-01-31,Dallas,Whole Foods,Gulf Tequila,Spirits,Taylor Morgan,139,116,1,9,3
2026-01-31,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Drew Kim,148,132,0,10,2
2026-01-31,Houston,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,189,146,0,14,0
2026-01-31,Houston,Whole Foods,Prairie Pinot Grigio,Beer,Taylor Morgan,223,197,0,14,2
2026-01-31,Dallas,Kroger,Lone Star Vodka,Spirits,Jordan Lee,108,113,1,6,1
2026-01-31,Dallas,Central Market,Gulf Tequila,Wine,Taylor Morgan,121,116,1,9,3
2026-01-31,San Antonio,Market Street,Estate Ridge Cabernet,Spirits,Jamie Patel,102,101,0,11,0
2026-01-31,Austin,Central Market,Estate Ridge Cabernet,Beer,Taylor Morgan,187,165,1,11,2
2026-01-31,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Alex Carter,114,104,1,17,0
2026-01-31,Dallas,Kroger,Prairie Pinot Grigio,Wine,Taylor Morgan,90,92,1,8,2
2026-01-31,San Antonio,Central Market,Lone Star Vodka,Wine,Riley Brooks,147,124,0,12,2
2026-01-31,Austin,Kroger,Estate Ridge Cabernet,Spirits,Casey Diaz,94,83,0,8,1
2026-01-31,Houston,Tom Thumb,Hill Country IPA,Wine,Jordan Lee,157,165,1,16,1
2026-01-31,Austin,Whole Foods,Hill Country IPA,Wine,Jordan Lee,148,160,1,12,1
2026-01-31,Dallas,Whole Foods,Lone Star Vodka,Beer,Drew Kim,187,151,0,13,0
2026-01-31,Austin,Market Street,Estate Ridge Cabernet,Wine,Casey Diaz,179,156,0,11,1
2026-01-31,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Casey Diaz,96,87,1,11,2
2026-01-31,Austin,Tom Thumb,Gulf Tequila,Wine,Sam Nguyen,128,112,0,14,2
2026-01-31,Dallas,Tom Thumb,Hill Country IPA,Wine,Jamie Patel,98,86,0,16,1
2026-01-31,Dallas,Tom Thumb,Hill Country IPA,Beer,Riley Brooks,194,246,2,11,0
2026-01-31,Houston,Whole Foods,Hill Country IPA,Beer,Casey Diaz,218,179,0,12,2
2026-01-31,Austin,Kroger,Gulf Tequila,Wine,Riley Brooks,136,117,0,12,0
2026-01-31,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Riley Brooks,144,120,0,13,0
2026-01-31,San Antonio,Market Street,Hill Country IPA,Wine,Jamie Patel,159,155,0,16,0
2026-01-31,Austin,Central Market,Lone Star Vodka,Beer,Alex Carter,164,137,1,11,3
2026-01-31,San Antonio,Market Street,Prairie Pinot Grigio,Wine,Alex Carter,144,183,2,13,1
2026-01-31,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Alex Carter,144,131,0,12,2
2026-01-31,Austin,Whole Foods,Lone Star Vodka,Spirits,Alex Carter,106,117,2,12,1
2026-01-31,Austin,Central Market,Gulf Tequila,Beer,Riley Brooks,192,222,1,13,1
2026-01-31,Austin,Central Market,Gulf Tequila,Spirits,Casey Diaz,130,113,0,14,1
2026-01-31,Austin,Central Market,Estate Ridge Cabernet,Beer,Alex Carter,193,149,0,7,2
2026-01-31,Houston,Central Market,Hill Country IPA,Wine,Alex Carter,171,193,2,7,1
2026-01-31,Houston,Central Market,Gulf Tequila,Beer,Alex Carter,220,175,1,10,2
2026-01-31,Houston,Market Street,Lone Star Vodka,Beer,Casey Diaz,224,231,0,14,0
2026-01-31,Austin,Central Market,Lone Star Vodka,Spirits,Sam Nguyen,121,134,0,11,1
2026-01-31,San Antonio,Market Street,Hill Country IPA,Wine,Sam Nguyen,163,152,0,19,1
2026-01-31,Dallas,Tom Thumb,Lone Star Vodka,Beer,Jamie Patel,151,142,1,11,0
2026-01-31,Houston,Whole Foods,Estate Ridge Cabernet,Beer,Riley Brooks,235,213,1,9,2
2026-01-31,Houston,Market Street,Estate Ridge Cabernet,Wine,Sam Nguyen,176,184,1,17,1
2026-01-31,Dallas,Central Market,Gulf Tequila,Beer,Drew Kim,175,175,1,10,1
2026-01-31,Dallas,Tom Thumb,Gulf Tequila,Wine,Riley Brooks,106,113,1,9,2
2026-01-31,Dallas,Central Market,Estate Ridge Cabernet,Spirits,Drew Kim,92,96,1,9,0
2026-01-31,San Antonio,Market Street,Gulf Tequila,Beer,Jamie Patel,223,227,2,12,1
2026-01-31,Houston,Central Market,Gulf Tequila,Spirits,Jamie Patel,117,132,2,13,0
2026-01-31,San Antonio,Central Market,Lone Star Vodka,Beer,Riley Brooks,191,216,1,11,0
2026-01-31,San Antonio,Whole Foods,Prairie Pinot Grigio,Wine,Sam Nguyen,190,270,4,10,0
2026-01-31,Houston,Central Market,Estate Ridge Cabernet,Spirits,Riley Brooks,135,133,0,15,0
2026-01-31,Dallas,Kroger,Lone Star Vodka,Wine,Jamie Patel,146,171,3,11,1
2026-01-31,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Sam Nguyen,115,116,1,15,0
2026-01-31,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Alex Carter,138,153,1,4,0
2026-01-31,Dallas,Kroger,Estate Ridge Cabernet,Spirits,Drew Kim,121,164,3,13,0
2026-01-31,Houston,Central Market,Lone Star Vodka,Spirits,Jordan Lee,117,118,1,9,1
2026-01-31,San Antonio,Kroger,Gulf Tequila,Beer,Riley Brooks,196,232,1,13,0
2026-01-31,Austin,Kroger,Hill Country IPA,Wine,Riley Brooks,150,159,1,15,2
2026-01-31,Austin,Central Market,Estate Ridge Cabernet,Spirits,Casey Diaz,113,111,0,12,2
2026-01-31,Austin,Kroger,Lone Star Vodka,Wine,Riley Brooks,125,136,2,12,0
2026-01-31,Dallas,Market Street,Lone Star Vodka,Beer,Taylor Morgan,183,176,1,8,1
2026-01-31,San Antonio,Whole Foods,Gulf Tequila,Wine,Jordan Lee,140,120,0,15,0
2026-01-31,Houston,Market Street,Prairie Pinot Grigio,Spirits,Riley Brooks,146,180,1,8,2
2026-01-31,San Antonio,Market Street,Gulf Tequila,Beer,Jordan Lee,194,176,2,13,2
2026-01-31,Dallas,Market Street,Gulf Tequila,Wine,Alex Carter,125,186,3,8,0
2026-01-31,Austin,Tom Thumb,Hill Country IPA,Spirits,Jordan Lee,99,88,0,14,4
2026-01-31,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Drew Kim,167,169,1,11,1
2026-01-31,Austin,Central Market,Gulf Tequila,Beer,Sam Nguyen,146,166,3,11,1
2026-01-31,Dallas,Kroger,Hill Country IPA,Spirits,Riley Brooks,86,92,0,10,1
2026-01-31,San Antonio,Market Street,Gulf Tequila,Beer,Taylor Morgan,184,174,0,12,0
2026-01-31,San Antonio,Whole Foods,Hill Country IPA,Beer,Riley Brooks,216,253,2,8,1
2026-01-31,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Casey Diaz,92,80,1,11,0
2026-01-31,San Antonio,Tom Thumb,Hill Country IPA,Beer,Sam Nguyen,164,138,1,12,0
2026-01-31,Houston,Tom Thumb,Gulf Tequila,Wine,Drew Kim,127,138,0,10,1
2026-01-31,Houston,Whole Foods,Prairie Pinot Grigio,Beer,Riley Brooks,201,188,2,7,1
2026-01-31,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Taylor Morgan,160,139,0,11,0
2026-01-31,Austin,Market Street,Estate Ridge Cabernet,Spirits,Sam Nguyen,118,138,1,8,0
2026-01-31,San Antonio,Whole Foods,Hill Country IPA,Wine,Jamie Patel,168,177,1,12,0
2026-01-31,San Antonio,Market Street,Estate Ridge Cabernet,Wine,Sam Nguyen,170,213,2,12,1
2026-01-31,Houston,Tom Thumb,Estate Ridge Cabernet,Wine,Alex Carter,181,182,0,10,2
2026-01-31,Austin,Market Street,Estate Ridge Cabernet,Wine,Sam Nguyen,138,116,1,15,2
2026-01-31,Austin,Whole Foods,Gulf Tequila,Beer,Jamie Patel,202,207,2,12,2
2026-01-31,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Drew Kim,112,95,0,9,0
2026-01-31,Austin,Market Street,Estate Ridge Cabernet,Spirits,Jamie Patel,135,125,0,8,1
2026-01-31,Austin,Central Market,Prairie Pinot Grigio,Beer,Taylor Morgan,149,138,1,12,0
2026-01-31,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Sam Nguyen,174,166,2,11,2
2026-01-31,Dallas,Market Street,Lone Star Vodka,Beer,Jamie Patel,175,168,0,13,0
2026-01-31,San Antonio,Kroger,Gulf Tequila,Beer,Jamie Patel,172,160,1,12,0
2026-01-31,San Antonio,Market Street,Gulf Tequila,Beer,Alex Carter,217,212,0,12,2
2026-01-31,San Antonio,Market Street,Prairie Pinot Grigio,Wine,Jamie Patel,172,174,3,12,0
2026-01-31,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Drew Kim,96,85,0,9,3
2026-01-31,San Antonio,Tom Thumb,Hill Country IPA,Spirits,Taylor Morgan,114,131,1,11,1
2026-01-31,Austin,Tom Thumb,Hill Country IPA,Wine,Sam Nguyen,128,116,0,11,2
2026-01-31,Austin,Kroger,Gulf Tequila,Beer,Jamie Patel,160,187,2,18,0
2026-02-01,Houston,Market Street,Estate Ridge Cabernet,Spirits,Jamie Patel,145,146,0,11,1
2026-02-01,Houston,Kroger,Hill Country IPA,Beer,Riley Brooks,179,206,2,11,2
2026-02-01,San Antonio,Tom Thumb,Hill Country IPA,Beer,Casey Diaz,174,207,2,13,0
2026-02-01,Houston,Whole Foods,Prairie Pinot Grigio,Wine,Casey Diaz,162,183,2,14,1
2026-02-01,San Antonio,Tom Thumb,Hill Country IPA,Spirits,Drew Kim,140,136,1,10,2
2026-02-01,San Antonio,Kroger,Lone Star Vodka,Wine,Drew Kim,121,141,2,16,1
2026-02-01,San Antonio,Market Street,Estate Ridge Cabernet,Beer,Drew Kim,179,235,2,17,1
2026-02-01,Austin,Tom Thumb,Hill Country IPA,Spirits,Riley Brooks,96,91,0,15,1
2026-02-01,Austin,Kroger,Hill Country IPA,Wine,Riley Brooks,106,125,1,16,1
2026-02-01,San Antonio,Whole Foods,Lone Star Vodka,Beer,Drew Kim,246,326,2,13,0
2026-02-01,Houston,Whole Foods,Lone Star Vodka,Wine,Drew Kim,170,211,2,14,0
2026-02-01,San Antonio,Kroger,Gulf Tequila,Beer,Taylor Morgan,191,161,0,11,2
2026-02-01,Dallas,Whole Foods,Gulf Tequila,Wine,Casey Diaz,127,123,1,13,2
2026-02-01,Houston,Kroger,Gulf Tequila,Spirits,Drew Kim,110,100,0,15,1
2026-02-01,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,156,181,1,9,0
2026-02-01,Houston,Whole Foods,Estate Ridge Cabernet,Wine,Riley Brooks,158,148,0,15,3
2026-02-01,San Antonio,Whole Foods,Prairie Pinot Grigio,Wine,Jamie Patel,140,162,1,10,1
2026-02-01,Houston,Market Street,Prairie Pinot Grigio,Beer,Drew Kim,218,263,3,9,0
2026-02-01,Houston,Kroger,Gulf Tequila,Beer,Drew Kim,187,146,0,12,2
2026-02-01,Dallas,Whole Foods,Lone Star Vodka,Spirits,Drew Kim,115,120,1,19,0
2026-02-01,Austin,Whole Foods,Estate Ridge Cabernet,Beer,Jordan Lee,177,194,1,11,1
2026-02-01,Dallas,Central Market,Prairie Pinot Grigio,Spirits,Riley Brooks,75,102,3,19,0
2026-02-01,Houston,Whole Foods,Hill Country IPA,Wine,Riley Brooks,177,204,1,11,1
2026-02-01,Houston,Whole Foods,Prairie Pinot Grigio,Beer,Casey Diaz,216,258,2,17,1
2026-02-01,Austin,Tom Thumb,Prairie Pinot Grigio,Beer,Drew Kim,172,179,2,11,0
2026-02-01,Dallas,Kroger,Estate Ridge Cabernet,Spirits,Riley Brooks,118,107,0,10,1
2026-02-01,San Antonio,Market Street,Estate Ridge Cabernet,Wine,Jordan Lee,148,184,2,15,1
2026-02-01,Dallas,Whole Foods,Lone Star Vodka,Beer,Drew Kim,157,163,0,13,0
2026-02-01,Austin,Whole Foods,Gulf Tequila,Beer,Riley Brooks,178,177,0,10,1
2026-02-01,San Antonio,Kroger,Hill Country IPA,Beer,Jamie Patel,188,180,0,6,2
2026-02-01,San Antonio,Kroger,Hill Country IPA,Spirits,Drew Kim,103,113,1,13,1
2026-02-01,Houston,Central Market,Prairie Pinot Grigio,Spirits,Riley Brooks,158,136,0,13,2
2026-02-01,Dallas,Kroger,Lone Star Vodka,Wine,Casey Diaz,130,116,0,13,0
2026-02-01,San Antonio,Market Street,Prairie Pinot Grigio,Wine,Casey Diaz,170,142,0,9,1
2026-02-01,Dallas,Tom Thumb,Gulf Tequila,Beer,Jamie Patel,143,143,0,18,1
2026-02-01,Dallas,Kroger,Lone Star Vodka,Wine,Casey Diaz,141,112,0,11,0
2026-02-01,Austin,Whole Foods,Hill Country IPA,Beer,Riley Brooks,207,204,0,13,0
2026-02-01,Dallas,Kroger,Prairie Pinot Grigio,Beer,Sam Nguyen,159,206,2,7,0
2026-02-01,San Antonio,Whole Foods,Prairie Pinot Grigio,Beer,Sam Nguyen,194,271,4,10,1
2026-02-01,Dallas,Market Street,Gulf Tequila,Beer,Alex Carter,175,182,1,15,1
